,,Overall,,Survey Group,,,,Age Group,,,,,,,,,,Grade Level,,,,,,Gender,,,,LGBTQ Identification (Gen Z adults),,,,Race/Ethnicity,,,,,,,,,,Highest Educational Attainment,,,,,,,,,,Highest educational attainment or enrollment,,Parent Educational Attainment,,,,Eligibility for free or reduced-price lunch,,,,Subjective Income (Parent + Child),,,,,,Subjective Income (Gen Z adults),,,,,,Disability Status (Gen Z children),,,,Political Party Identification (Gen Z adults),,,,,,,,Religious Affiliation (Gen Z adults),,,,Census Region,,,,,,,
,Total,100%,1548,100%,1548,0%,0,100%,843,100%,705,0%,0,0%,0,0%,0,100%,478,100%,1070,0%,0,100%,717,100%,793,0%,0,0%,0,100%,89,100%,199,100%,329,100%,106,100%,807,100%,1548,0%,0,0%,0,0%,0,0%,0,100%,1548,100%,1186,100%,312,100%,648,100%,898,100%,792,100%,556,100%,193,0%,0,0%,0,0%,0,100%,172,100%,1372,100%,41,100%,34,100%,26,100%,39,100%,93,100%,48,100%,241,100%,352,100%,606,100%,348
Please think about the times you have been very excited about or interested in what you learned in school. Why did you feel interested or excited? Select all that apply.,The topic was something new to me,36%,1452,37%,629,36%,823,39%,352,36%,303,38%,55,38%,270,31%,472,33%,183,39%,446,36%,823,35%,746,37%,654,38%,237,35%,546,51%,124,33%,126,32%,232,30%,91,38%,856,37%,629,32%,192,38%,66,45%,344,44%,221,37%,629,40%,1062,32%,352,36%,236,39%,352,40%,330,37%,244,31%,77,39%,424,35%,283,29%,89,32%,61,38%,590,45%,397,33%,237,30%,135,26%,64,34%,483,40%,391,36%,253,35%,361,36%,524,38%,314
,The topic was something I wanted to learn more about,64%,2551,61%,1099,65%,1452,59%,572,64%,566,76%,110,64%,427,61%,876,56%,313,64%,786,65%,1452,63%,1341,65%,1117,68%,429,64%,951,64%,171,48%,202,58%,409,55%,145,72%,1596,61%,1099,60%,356,72%,122,70%,556,80%,418,61%,1099,70%,1865,57%,629,54%,379,67%,628,62%,577,58%,404,65%,149,70%,738,65%,513,57%,160,51%,109,63%,1024,71%,665,67%,462,66%,254,52%,121,63%,863,69%,692,65%,433,64%,633,62%,937,66%,548
,The topic was something I could use in a current or future job,33%,1188,29%,489,35%,699,26%,246,32%,269,40%,59,39%,235,27%,379,23%,117,31%,372,35%,699,33%,602,33%,553,30%,164,37%,505,36%,86,29%,109,31%,205,28%,66,34%,710,29%,489,33%,187,42%,64,34%,256,38%,192,29%,489,35%,852,29%,302,28%,177,28%,271,26%,247,30%,188,33%,72,38%,354,35%,250,29%,71,25%,48,29%,462,34%,293,34%,207,43%,164,32%,59,39%,465,31%,287,36%,207,36%,317,31%,440,30%,224
,The topic was something I could use in my everyday life,33%,1208,33%,543,33%,665,35%,309,31%,256,36%,51,34%,203,30%,389,33%,160,33%,383,33%,665,32%,615,35%,551,34%,176,33%,452,43%,95,32%,119,28%,189,36%,69,34%,718,33%,543,33%,190,34%,62,33%,245,32%,168,33%,543,35%,853,30%,325,30%,196,35%,298,31%,273,33%,200,38%,86,34%,340,34%,231,29%,72,22%,53,34%,507,31%,242,35%,223,39%,155,29%,64,33%,416,32%,285,35%,201,32%,287,32%,463,35%,257
,The topic was difficult and pushed me to work hard,22%,910,21%,340,23%,570,21%,183,21%,172,26%,38,21%,166,24%,351,18%,95,22%,245,23%,570,23%,483,22%,391,23%,147,23%,393,29%,83,21%,74,19%,140,23%,60,23%,540,21%,340,21%,130,21%,38,26%,216,34%,186,21%,340,24%,675,20%,214,22%,131,20%,187,24%,185,20%,130,13%,36,29%,308,21%,193,16%,55,19%,29,21%,321,25%,250,26%,181,24%,108,13%,39,24%,351,22%,252,19%,147,24%,237,22%,320,24%,206
,The teacher made it exciting and interesting,57%,2335,57%,988,58%,1347,57%,538,57%,491,67%,96,53%,377,57%,833,56%,290,57%,698,58%,1347,59%,1280,56%,972,59%,396,57%,881,62%,156,45%,183,51%,378,66%,159,61%,1432,57%,988,53%,324,58%,103,67%,529,72%,391,57%,988,64%,1746,50%,536,52%,349,62%,578,58%,515,58%,383,52%,124,60%,678,57%,484,53%,143,48%,100,58%,921,69%,643,53%,392,54%,229,44%,104,54%,783,61%,637,58%,410,58%,583,51%,825,66%,517
,The teacher helped me understand how it could be used in the real world,34%,1277,29%,503,37%,774,30%,285,29%,245,44%,63,35%,220,36%,464,30%,152,28%,351,37%,774,34%,667,35%,570,35%,196,39%,541,43%,93,27%,116,33%,216,36%,87,35%,747,29%,503,37%,219,40%,69,37%,279,37%,207,29%,503,34%,885,35%,354,30%,200,27%,257,28%,265,30%,187,30%,73,36%,389,39%,266,36%,91,27%,53,30%,474,38%,318,41%,259,41%,163,32%,65,38%,497,38%,330,33%,220,33%,308,32%,483,40%,266
,"I was able to learn in a hands-on way, such as doing an experiment, simulation or demonstration",46%,1736,46%,800,46%,936,47%,434,45%,392,44%,63,47%,284,45%,563,46%,240,46%,560,46%,936,45%,900,46%,764,53%,276,43%,613,51%,124,37%,153,42%,297,59%,143,47%,994,46%,800,44%,256,53%,85,46%,355,45%,239,46%,800,46%,1213,46%,474,45%,304,49%,449,46%,409,44%,290,52%,122,44%,443,48%,356,42%,109,44%,88,47%,733,47%,410,48%,299,44%,157,38%,92,43%,555,48%,440,46%,277,44%,438,45%,646,49%,375
,The lesson used technology to help me learn,17%,639,23%,404,14%,235,26%,239,20%,177,13%,19,15%,81,12%,123,27%,139,22%,265,14%,235,14%,263,21%,364,14%,54,13%,168,22%,49,22%,95,17%,122,23%,44,14%,322,23%,404,14%,83,13%,22,14%,86,9%,44,23%,404,17%,446,17%,165,26%,188,21%,193,21%,199,24%,150,25%,65,15%,114,12%,82,12%,24,26%,50,23%,365,15%,98,18%,87,12%,47,10%,29,15%,167,12%,98,15%,100,15%,138,17%,269,21%,131
,I never felt excited or interested in school,3%,93,4%,59,3%,34,4%,35,4%,27,1%,1,2%,10,4%,20,5%,22,3%,37,3%,34,3%,42,3%,46,2%,7,3%,23,1%,3,5%,10,4%,20,5%,9,3%,50,4%,59,4%,23,1%,3,1%,5,1%,3,4%,59,2%,52,4%,31,3%,22,4%,27,3%,26,4%,23,6%,12,2%,7,2%,11,7%,12,9%,13,3%,49,2%,10,2%,13,2%,3,7%,10,2%,18,3%,19,3%,9,3%,25,4%,41,2%,18
,Something else (please specify):,1%,49,1%,18,2%,31,2%,14,0%,5,1%,2,2%,12,2%,16,1%,9,1%,9,2%,31,1%,18,2%,27,3%,15,1%,12,0%,0,3%,4,1%,8,3%,9,1%,26,1%,18,2%,11,2%,4,1%,12,1%,4,1%,18,2%,38,1%,11,1%,7,1%,9,1%,12,1%,4,2%,3,1%,10,2%,13,3%,7,1%,5,1%,14,1%,7,3%,13,2%,7,1%,2,2%,21,1%,10,2%,14,2%,10,1%,13,1%,12
,Total,100%,3751,100%,1670,100%,2081,100%,912,100%,822,100%,146,100%,625,100%,1246,100%,515,100%,1155,100%,2081,100%,1975,100%,1643,100%,579,100%,1393,100%,266,100%,357,100%,678,100%,243,100%,2162,100%,1670,100%,592,100%,183,100%,779,100%,526,100%,1670,100%,2622,100%,1009,100%,645,100%,896,100%,862,100%,632,100%,229,100%,1011,100%,746,100%,253,100%,193,100%,1531,100%,881,100%,647,100%,389,100%,211,100%,1274,100%,936,100%,629,100%,944,100%,1394,100%,783
"Thinking of this past school year, how frequently were you assigned reading activities, such as reading books or textbook passages in class or for homework?",Every day,13%,256,13%,256,0%,0,14%,150,12%,106,0%,0,0%,0,0%,0,18%,100,12%,156,0%,0,17%,143,11%,106,0%,0,0%,0,7%,13,10%,25,13%,53,19%,23,14%,138,13%,256,0%,0,0%,0,0%,0,0%,0,13%,256,15%,205,10%,43,12%,95,13%,126,14%,123,12%,95,12%,35,0%,0,0%,0,0%,0,16%,29,13%,227,20%,6,7%,3,9%,4,4%,2,10%,10,11%,6,16%,49,14%,57,13%,94,11%,56
,A few times a week,35%,599,35%,599,0%,0,38%,348,31%,251,0%,0,0%,0,0%,0,33%,179,35%,420,0%,0,35%,277,35%,313,0%,0,0%,0,45%,32,42%,80,33%,126,31%,40,33%,314,35%,599,0%,0,0%,0,0%,0,0%,0,35%,599,37%,474,29%,108,34%,227,36%,331,35%,309,37%,212,30%,76,0%,0,0%,0,0%,0,31%,63,35%,532,25%,13,28%,16,33%,11,30%,13,29%,36,27%,17,39%,103,31%,121,32%,236,39%,139
,Once a week,26%,425,26%,425,0%,0,25%,229,27%,196,0%,0,0%,0,0%,0,25%,129,26%,296,0%,0,25%,196,26%,216,0%,0,0%,0,27%,28,27%,54,27%,89,24%,24,25%,225,26%,425,0%,0,0%,0,0%,0,0%,0,26%,425,25%,316,27%,92,27%,163,26%,236,26%,219,24%,145,31%,60,0%,0,0%,0,0%,0,17%,38,27%,387,29%,16,21%,6,10%,4,36%,15,26%,24,26%,17,23%,58,28%,109,25%,162,26%,95
,Less than once a week,22%,338,22%,338,0%,0,18%,156,27%,182,0%,0,0%,0,0%,0,19%,90,24%,248,0%,0,20%,145,25%,189,0%,0,0%,0,17%,14,16%,38,22%,67,20%,23,25%,194,22%,338,0%,0,0%,0,0%,0,0%,0,22%,338,20%,240,27%,87,22%,127,24%,186,21%,161,23%,132,23%,44,0%,0,0%,0,0%,0,25%,39,22%,299,25%,9,42%,12,38%,8,26%,10,32%,28,32%,11,16%,37,23%,80,24%,146,22%,75
,Never,4%,60,4%,60,0%,0,5%,34,4%,26,0%,0,0%,0,0%,0,5%,21,4%,39,0%,0,3%,24,4%,31,0%,0,0%,0,3%,2,5%,8,5%,16,6%,5,3%,29,4%,60,0%,0,0%,0,0%,0,0%,0,4%,60,3%,38,6%,18,6%,36,2%,20,4%,27,4%,25,4%,8,0%,0,0%,0,0%,0,11%,15,3%,45,0%,0,2%,1,10%,4,4%,1,4%,4,4%,2,5%,8,5%,11,5%,35,2%,6
,Total,100%,1678,100%,1678,0%,0,100%,917,100%,761,0%,0,0%,0,0%,0,100%,519,100%,1159,0%,0,100%,785,100%,855,0%,0,0%,0,100%,89,100%,205,100%,351,100%,115,100%,900,100%,1678,0%,0,0%,0,0%,0,0%,0,100%,1678,100%,1273,100%,348,100%,648,100%,899,100%,839,100%,609,100%,223,0%,0,0%,0,0%,0,100%,184,100%,1490,100%,44,100%,38,100%,31,100%,41,100%,102,100%,53,100%,255,100%,378,100%,673,100%,371
How much do you like or dislike reading?,I really like reading,37%,1508,25%,470,44%,1038,26%,262,26%,234,43%,63,42%,300,47%,649,23%,144,26%,326,44%,1038,45%,975,27%,455,50%,334,40%,643,38%,100,34%,124,33%,238,41%,103,38%,918,25%,470,40%,247,44%,85,48%,386,59%,320,25%,470,40%,1109,32%,363,21%,159,26%,260,28%,264,24%,164,25%,63,49%,526,39%,364,43%,119,12%,32,28%,459,53%,496,41%,306,39%,163,37%,78,44%,617,43%,463,34%,262,37%,388,37%,545,39%,313
,I somewhat like reading,39%,1402,39%,647,39%,755,41%,367,38%,309,39%,53,41%,233,38%,440,44%,218,37%,429,39%,755,36%,669,44%,695,37%,187,41%,533,40%,113,39%,144,41%,271,40%,92,39%,771,39%,647,42%,244,41%,67,35%,281,32%,162,39%,647,38%,957,43%,399,43%,263,38%,340,37%,319,43%,261,39%,92,36%,352,43%,280,41%,91,37%,72,40%,600,36%,297,44%,252,39%,142,38%,83,36%,441,43%,357,45%,255,38%,339,36%,502,42%,306
,I somewhat dislike reading,16%,609,25%,393,11%,216,24%,206,25%,196,11%,20,11%,74,10%,113,23%,112,25%,281,11%,216,13%,247,20%,351,8%,42,12%,163,16%,41,20%,64,16%,113,13%,36,15%,346,25%,393,12%,71,7%,18,13%,89,8%,38,25%,393,15%,403,17%,173,24%,150,26%,217,25%,203,25%,151,20%,44,10%,101,13%,79,8%,27,27%,52,24%,347,9%,75,11%,67,12%,56,18%,36,13%,162,10%,87,15%,85,17%,154,18%,252,13%,117
,I really dislike reading,8%,248,11%,169,6%,79,10%,84,11%,87,7%,10,6%,23,5%,44,9%,46,11%,123,6%,79,6%,95,9%,148,5%,15,6%,60,5%,14,7%,28,10%,56,5%,14,8%,135,11%,169,6%,33,8%,14,4%,26,1%,6,11%,169,7%,159,9%,80,13%,76,9%,82,10%,80,8%,59,16%,31,5%,33,6%,27,8%,16,24%,38,9%,133,3%,16,5%,23,10%,29,7%,14,7%,55,5%,33,5%,27,9%,69,9%,101,6%,51
,Total,100%,3767,100%,1679,100%,2088,100%,919,100%,826,100%,146,100%,630,100%,1246,100%,520,100%,1159,100%,2088,100%,1986,100%,1649,100%,578,100%,1399,100%,268,100%,360,100%,678,100%,245,100%,2170,100%,1679,100%,595,100%,184,100%,782,100%,526,100%,1679,100%,2628,100%,1015,100%,648,100%,899,100%,866,100%,635,100%,230,100%,1012,100%,750,100%,253,100%,194,100%,1539,100%,884,100%,648,100%,390,100%,211,100%,1275,100%,940,100%,629,100%,950,100%,1400,100%,787
How frequently do you read books for fun?,Very often,13%,596,11%,207,14%,389,12%,120,12%,97,12%,20,13%,106,16%,253,12%,71,11%,136,14%,389,17%,413,8%,148,17%,120,12%,244,9%,42,11%,39,11%,81,12%,32,16%,397,11%,207,12%,81,11%,25,19%,151,24%,132,11%,207,15%,445,10%,136,9%,64,13%,121,13%,125,9%,60,11%,27,16%,214,11%,120,15%,43,9%,12,12%,203,19%,209,11%,98,14%,61,11%,27,14%,222,14%,182,13%,110,14%,151,13%,224,12%,111
,Often,15%,658,14%,251,16%,407,14%,141,14%,125,13%,19,16%,119,18%,254,16%,87,13%,164,16%,407,17%,386,13%,244,14%,125,17%,262,22%,48,14%,53,14%,110,16%,50,15%,383,14%,251,14%,86,17%,32,19%,152,25%,137,14%,251,16%,490,14%,152,14%,102,13%,125,14%,125,15%,106,12%,34,19%,224,14%,134,12%,34,9%,23,15%,240,17%,179,16%,134,18%,67,15%,36,16%,229,17%,201,17%,130,15%,172,15%,233,15%,123
,Occasionally,34%,1168,32%,487,35%,681,33%,282,31%,229,38%,54,36%,219,33%,384,33%,158,31%,329,35%,681,36%,631,32%,498,41%,192,32%,449,31%,81,41%,138,35%,222,36%,75,32%,633,32%,487,37%,219,38%,61,30%,250,30%,150,32%,487,32%,778,36%,340,34%,202,30%,247,30%,241,33%,199,33%,66,35%,298,37%,271,32%,85,34%,63,31%,443,34%,275,40%,222,27%,112,32%,69,35%,426,34%,287,32%,194,33%,290,34%,419,37%,264
,Rarely,26%,909,27%,447,26%,462,26%,243,27%,219,27%,39,28%,145,24%,263,26%,135,27%,312,26%,462,22%,398,32%,488,24%,118,28%,327,26%,66,26%,93,31%,186,28%,66,24%,494,27%,447,29%,163,23%,47,24%,169,16%,83,27%,447,26%,610,28%,268,28%,177,26%,238,28%,233,26%,161,25%,65,23%,205,28%,167,31%,74,31%,58,26%,402,23%,165,26%,151,27%,97,30%,55,26%,297,27%,195,27%,126,26%,216,27%,364,25%,203
,Never,11%,431,16%,281,8%,150,15%,131,16%,152,10%,14,6%,41,10%,93,14%,68,17%,213,8%,150,8%,153,15%,271,5%,24,10%,117,12%,30,8%,36,10%,77,8%,22,13%,263,16%,281,8%,46,10%,20,8%,60,5%,24,16%,281,11%,300,12%,118,15%,102,19%,164,15%,138,16%,107,19%,38,7%,71,9%,58,10%,18,17%,38,16%,245,7%,56,7%,43,14%,51,12%,24,9%,100,8%,75,11%,68,12%,120,11%,158,11%,85
,Total,100%,3762,100%,1673,100%,2089,100%,917,100%,822,100%,146,100%,630,100%,1247,100%,519,100%,1154,100%,2089,100%,1981,100%,1649,100%,579,100%,1399,100%,267,100%,359,100%,676,100%,245,100%,2170,100%,1673,100%,595,100%,185,100%,782,100%,526,100%,1673,100%,2623,100%,1014,100%,647,100%,895,100%,862,100%,633,100%,230,100%,1012,100%,750,100%,254,100%,194,100%,1533,100%,884,100%,648,100%,388,100%,211,100%,1274,100%,940,100%,628,100%,949,100%,1398,100%,786
Does your school have rules about how students are allowed to use cell phones during the school day?,Yes,81%,1395,81%,1395,0%,0,83%,786,80%,609,0%,0,0%,0,0%,0,84%,452,80%,943,0%,0,83%,666,80%,697,0%,0,0%,0,80%,74,90%,181,78%,288,72%,91,83%,746,81%,1395,0%,0,0%,0,0%,0,0%,0,81%,1395,83%,1066,79%,285,82%,550,89%,790,82%,708,80%,499,80%,183,0%,0,0%,0,0%,0,76%,144,82%,1248,73%,36,82%,29,71%,25,73%,31,73%,80,78%,42,82%,212,83%,319,83%,570,77%,293
,No,15%,216,15%,216,0%,0,14%,95,17%,121,0%,0,0%,0,0%,0,13%,45,16%,171,0%,0,13%,83,17%,131,0%,0,0%,0,13%,11,7%,16,19%,50,26%,23,14%,115,15%,216,0%,0,0%,0,0%,0,0%,0,15%,216,14%,162,17%,48,15%,80,10%,85,14%,99,16%,84,17%,32,0%,0,0%,0,0%,0,19%,33,14%,182,17%,4,15%,7,28%,4,25%,8,25%,17,13%,6,15%,35,14%,40,14%,83,18%,58
,Don’t know,4%,60,4%,60,0%,0,4%,32,3%,28,0%,0,0%,0,0%,0,4%,17,4%,43,0%,0,4%,30,3%,25,0%,0,0%,0,7%,5,2%,7,3%,12,2%,2,4%,32,4%,60,0%,0,0%,0,0%,0,0%,0,4%,60,3%,40,4%,13,4%,20,2%,20,4%,27,4%,24,2%,8,0%,0,0%,0,0%,0,4%,8,3%,52,10%,4,3%,2,1%,1,2%,2,2%,4,8%,5,3%,7,3%,17,3%,17,5%,19
,Total,100%,1671,100%,1671,0%,0,100%,913,100%,758,0%,0,0%,0,0%,0,100%,514,100%,1157,0%,0,100%,779,100%,853,0%,0,0%,0,100%,90,100%,204,100%,350,100%,116,100%,893,100%,1671,0%,0,0%,0,0%,0,0%,0,100%,1671,100%,1268,100%,346,100%,650,100%,895,100%,834,100%,607,100%,223,0%,0,0%,0,0%,0,100%,185,100%,1482,100%,44,100%,38,100%,30,100%,41,100%,101,100%,53,100%,254,100%,376,100%,670,100%,370
Do any of your teachers have rules about how you can use cell phones in their classroom that are different than the school's rules?,Yes,52%,827,52%,827,0%,0,48%,408,57%,419,0%,0,0%,0,0%,0,40%,187,56%,640,0%,0,52%,399,51%,405,0%,0,0%,0,46%,38,53%,108,58%,187,47%,57,50%,427,52%,827,0%,0,0%,0,0%,0,0%,0,52%,827,51%,622,54%,177,57%,349,53%,457,55%,425,47%,287,55%,111,0%,0,0%,0,0%,0,56%,89,51%,736,56%,24,59%,18,88%,23,48%,20,59%,56,62%,30,49%,119,51%,188,52%,335,54%,185
,No,40%,706,40%,706,0%,0,44%,424,36%,282,0%,0,0%,0,0%,0,49%,276,36%,430,0%,0,41%,324,40%,372,0%,0,0%,0,39%,42,39%,82,35%,133,46%,50,42%,392,40%,706,0%,0,0%,0,0%,0,0%,0,40%,706,42%,557,37%,136,35%,245,41%,383,38%,348,42%,261,40%,95,0%,0,0%,0,0%,0,35%,76,41%,630,28%,13,35%,16,11%,6,39%,15,32%,35,27%,16,43%,114,39%,154,42%,292,36%,146
,Don’t know,8%,139,8%,139,0%,0,9%,82,7%,57,0%,0,0%,0,0%,0,11%,52,7%,87,0%,0,7%,55,9%,78,0%,0,0%,0,15%,10,7%,14,7%,31,7%,9,8%,74,8%,139,0%,0,0%,0,0%,0,0%,0,8%,139,7%,90,9%,33,8%,56,6%,56,7%,63,11%,59,5%,16,0%,0,0%,0,0%,0,9%,20,8%,117,16%,7,7%,4,1%,1,13%,6,9%,10,11%,7,8%,20,10%,36,6%,44,10%,38
,Total,100%,1672,100%,1672,0%,0,100%,914,100%,758,0%,0,0%,0,0%,0,100%,515,100%,1157,0%,0,100%,778,100%,855,0%,0,0%,0,100%,90,100%,204,100%,351,100%,116,100%,893,100%,1672,0%,0,0%,0,0%,0,0%,0,100%,1672,100%,1269,100%,346,100%,650,100%,896,100%,836,100%,607,100%,222,0%,0,0%,0,0%,0,100%,185,100%,1483,100%,44,100%,38,100%,30,100%,41,100%,101,100%,53,100%,253,100%,378,100%,671,100%,369
"When you were in high school, did your school have rules about how students were allowed to use cell phones during the school day?",Yes,74%,1600,0%,0,74%,1600,100%,1,82%,54,74%,107,74%,472,75%,966,0%,0,0%,0,74%,1600,77%,944,71%,589,74%,444,75%,1078,70%,119,72%,111,78%,258,78%,101,74%,988,0%,0,74%,448,73%,136,77%,610,76%,405,0%,0,76%,1049,74%,507,0%,0,0%,0,89%,24,66%,18,100%,7,73%,769,77%,581,72%,192,100%,8,73%,40,76%,658,74%,463,79%,279,69%,122,77%,903,71%,676,78%,297,72%,426,76%,574,72%,303
,No,19%,350,0%,0,19%,350,0%,0,13%,6,19%,29,19%,113,18%,202,0%,0,0%,0,19%,350,16%,187,21%,146,21%,97,17%,229,22%,42,17%,29,14%,46,17%,18,20%,211,0%,0,19%,101,21%,35,17%,128,16%,86,0%,0,18%,219,20%,121,0%,0,0%,0,9%,2,23%,4,0%,0,22%,184,15%,117,18%,41,0%,0,19%,6,19%,136,19%,100,17%,62,16%,29,18%,198,20%,148,15%,55,21%,108,18%,114,19%,73
,Don’t know,7%,131,0%,0,7%,131,0%,0,6%,5,6%,9,7%,40,8%,77,0%,0,0%,0,7%,131,6%,66,7%,54,5%,37,8%,87,8%,16,11%,13,8%,23,5%,8,6%,70,0%,0,7%,42,6%,14,6%,43,8%,32,0%,0,7%,83,7%,36,0%,0,0%,0,1%,1,11%,3,0%,0,5%,57,8%,47,10%,21,0%,0,8%,4,5%,45,8%,45,5%,18,16%,17,6%,68,9%,61,6%,20,7%,33,6%,39,9%,39
,Total,100%,2081,0%,0,100%,2081,100%,1,100%,65,100%,145,100%,625,100%,1245,0%,0,0%,0,100%,2081,100%,1197,100%,789,100%,578,100%,1394,100%,177,100%,153,100%,327,100%,127,100%,1269,0%,0,100%,591,100%,185,100%,781,100%,523,0%,0,100%,1351,100%,664,0%,0,0%,0,100%,27,100%,25,100%,7,100%,1010,100%,745,100%,254,100%,8,100%,50,100%,839,100%,608,100%,359,100%,168,100%,1169,100%,885,100%,372,100%,567,100%,727,100%,415
"When you were in high school, did any of your teachers have rules about how you could use cell phones in their classroom that were different than the school's rules?",Yes,59%,1033,0%,0,59%,1033,0%,0,60%,42,72%,109,62%,366,46%,516,0%,0,0%,0,59%,1033,60%,582,57%,401,60%,301,58%,678,45%,62,62%,87,61%,170,72%,75,57%,624,0%,0,63%,352,60%,108,51%,365,45%,208,0%,0,57%,653,61%,341,0%,0,0%,0,63%,16,45%,14,100%,7,57%,476,59%,370,61%,144,90%,7,50%,29,59%,398,60%,322,56%,162,53%,86,59%,585,57%,433,57%,168,58%,281,62%,391,56%,193
,No,30%,782,0%,0,30%,782,100%,1,33%,17,18%,24,27%,185,40%,555,0%,0,0%,0,30%,782,29%,462,32%,293,26%,195,31%,550,37%,79,26%,47,26%,114,20%,37,32%,495,0%,0,27%,176,29%,56,36%,313,39%,236,0%,0,31%,521,29%,249,0%,0,0%,0,34%,10,44%,7,0%,0,32%,405,28%,276,26%,80,10%,1,41%,16,30%,334,31%,215,35%,158,23%,49,30%,450,30%,325,32%,153,29%,213,28%,258,31%,158
,Don’t know,12%,270,0%,0,12%,270,0%,0,7%,6,10%,13,11%,75,14%,176,0%,0,0%,0,12%,270,11%,157,11%,95,14%,82,11%,169,18%,37,12%,19,12%,44,7%,16,11%,151,0%,0,11%,65,11%,22,13%,103,17%,80,0%,0,12%,178,10%,77,0%,0,0%,0,4%,1,12%,4,0%,0,11%,131,13%,101,13%,30,0%,0,9%,5,12%,107,9%,72,9%,39,24%,35,10%,138,14%,127,11%,51,13%,74,10%,80,13%,65
,Total,100%,2085,0%,0,100%,2085,100%,1,100%,65,100%,146,100%,626,100%,1247,0%,0,0%,0,100%,2085,100%,1201,100%,789,100%,578,100%,1397,100%,178,100%,153,100%,328,100%,128,100%,1270,0%,0,100%,593,100%,186,100%,781,100%,524,0%,0,100%,1352,100%,667,0%,0,0%,0,100%,27,100%,25,100%,7,100%,1012,100%,747,100%,254,100%,8,100%,50,100%,839,100%,609,100%,359,100%,170,100%,1173,100%,885,100%,372,100%,568,100%,729,100%,416
Do any of the following situations describe when you are allowed to use your cell phone during the school day: For emergencies,Yes,81%,1359,81%,1359,0%,0,76%,691,87%,668,0%,0,0%,0,0%,0,70%,361,86%,998,0%,0,81%,624,82%,702,0%,0,0%,0,91%,81,77%,163,82%,282,74%,91,82%,728,81%,1359,0%,0,0%,0,0%,0,0%,0,81%,1359,83%,1042,77%,270,81%,525,81%,733,83%,684,82%,494,77%,176,0%,0,0%,0,0%,0,79%,147,82%,1209,100%,44,90%,32,90%,25,92%,36,92%,90,95%,48,79%,198,81%,305,81%,545,84%,310
,No,19%,309,19%,309,0%,0,24%,220,13%,89,0%,0,0%,0,0%,0,30%,153,14%,156,0%,0,19%,154,18%,148,0%,0,0%,0,9%,9,23%,41,18%,66,26%,25,18%,163,19%,309,0%,0,0%,0,0%,0,0%,0,19%,309,17%,224,23%,75,19%,122,19%,166,17%,149,18%,113,23%,45,0%,0,0%,0,0%,0,21%,36,18%,272,0%,0,10%,5,10%,4,8%,5,8%,10,5%,4,21%,54,19%,72,19%,122,16%,61
,Total,100%,1668,100%,1668,0%,0,100%,911,100%,757,0%,0,0%,0,0%,0,100%,514,100%,1154,0%,0,100%,778,100%,850,0%,0,0%,0,100%,90,100%,204,100%,348,100%,116,100%,891,100%,1668,0%,0,0%,0,0%,0,0%,0,100%,1668,100%,1266,100%,345,100%,647,100%,899,100%,833,100%,607,100%,221,0%,0,0%,0,0%,0,100%,183,100%,1481,100%,44,100%,37,100%,29,100%,41,100%,100,100%,52,100%,252,100%,377,100%,667,100%,371
"Do any of the following situations describe when you are allowed to use your cell phone during the school day: Between classes, like in the hallway or cafeteria",Yes,64%,1052,64%,1052,0%,0,55%,484,74%,568,0%,0,0%,0,0%,0,41%,196,72%,856,0%,0,64%,490,64%,531,0%,0,0%,0,66%,58,58%,127,66%,218,60%,76,65%,564,64%,1052,0%,0,0%,0,0%,0,0%,0,64%,1052,64%,796,63%,220,62%,401,64%,569,63%,505,65%,401,61%,142,0%,0,0%,0,0%,0,57%,112,64%,936,88%,38,63%,24,74%,21,77%,30,73%,70,80%,43,63%,155,68%,252,56%,380,74%,265
,No,36%,618,36%,618,0%,0,45%,428,26%,190,0%,0,0%,0,0%,0,59%,319,28%,299,0%,0,36%,288,36%,321,0%,0,0%,0,34%,32,42%,77,34%,131,40%,40,35%,328,36%,618,0%,0,0%,0,0%,0,0%,0,36%,618,36%,472,37%,125,38%,247,36%,331,37%,328,35%,207,39%,80,0%,0,0%,0,0%,0,43%,74,36%,544,12%,6,37%,13,26%,8,23%,10,27%,29,20%,9,37%,99,32%,125,44%,288,26%,105
,Total,100%,1670,100%,1670,0%,0,100%,912,100%,758,0%,0,0%,0,0%,0,100%,515,100%,1155,0%,0,100%,778,100%,852,0%,0,0%,0,100%,90,100%,204,100%,349,100%,116,100%,892,100%,1670,0%,0,0%,0,0%,0,0%,0,100%,1670,100%,1268,100%,345,100%,648,100%,900,100%,833,100%,608,100%,222,0%,0,0%,0,0%,0,100%,186,100%,1480,100%,44,100%,37,100%,29,100%,40,100%,99,100%,52,100%,254,100%,377,100%,668,100%,370
"Do any of the following situations describe when you are allowed to use your cell phone during the school day: For learning activities (e.g., using Kahoot, your phone's calculator, or looking up information online)",Yes,55%,881,55%,881,0%,0,48%,401,63%,480,0%,0,0%,0,0%,0,42%,176,61%,705,0%,0,55%,405,56%,454,0%,0,0%,0,60%,49,46%,99,58%,189,57%,67,56%,468,55%,881,0%,0,0%,0,0%,0,0%,0,55%,881,55%,670,58%,189,52%,324,54%,466,56%,433,55%,331,54%,113,0%,0,0%,0,0%,0,55%,99,55%,779,77%,34,46%,21,64%,18,55%,25,56%,61,66%,37,51%,122,49%,178,57%,369,60%,212
